Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
34,2022/05/13,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205130.shtml),OAK,,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,0,2,,14-20,5,8.5,Silseth (https://www.baseball-reference.com/players/s/silsech01.shtml),Jefferies (https://www.baseball-reference.com/players/j/jeffeda01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),2:30,N,"13,992",0.74,-,
35,2022/05/14,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205141.shtml),OAK,,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),W-wo,4,3,,15-20,4,8,Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),,3:18,D,"12,719",0.65,+,
36,2022/05/14,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205142.shtml),OAK,,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,1,9,,15-21,4,8,Lorenzen (https://www.baseball-reference.com/players/l/lorenmi01.shtml),Oller (https://www.baseball-reference.com/players/o/ollerad01.shtml),,2:47,N,"7,737",0.69,-,
37,2022/05/15,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205150.shtml),OAK,,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,1,4,,15-22,5,9,Sandoval (https://www.baseball-reference.com/players/s/sandopa02.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Herget (https://www.baseball-reference.com/players/h/hergeji01.shtml),3:29,D,"14,668",0.63,--,
38,2022/05/16,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205160.shtml),OAK,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,1,3,,15-23,5,9,Cano (https://www.baseball-reference.com/players/c/canoye01.shtml),Logue (https://www.baseball-reference.com/players/l/logueza01.shtml),Duffey (https://www.baseball-reference.com/players/d/duffety01.shtml),2:54,N,"3,138",0.56,---,
39,2022/05/17,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205170.shtml),OAK,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,5,2,,16-23,5,9,Jackson (https://www.baseball-reference.com/players/j/jacksza02.shtml),Winder (https://www.baseball-reference.com/players/w/windejo01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),3:20,N,"3,640",0.49,+,
40,2022/05/18,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205180.shtml),OAK,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,4,14,,16-24,5,9,Gray (https://www.baseball-reference.com/players/g/grayso01.shtml),Jefferies (https://www.baseball-reference.com/players/j/jeffeda01.shtml),,3:25,D,"7,106",0.54,-,
41,2022/05/20,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202205200.shtml),OAK,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),W,4,2,,17-24,5,8.5,Moll (https://www.baseball-reference.com/players/m/mollsa01.shtml),Silseth (https://www.baseball-reference.com/players/s/silsech01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),3:24,N,"32,422",0.52,+,
42,2022/05/21,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202205210.shtml),OAK,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,3,5,,17-25,5,9.5,Lorenzen (https://www.baseball-reference.com/players/l/lorenmi01.shtml),Kolarek (https://www.baseball-reference.com/players/k/kolarad01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),3:12,N,"39,045",0.57,-,
43,2022/05/22,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202205220.shtml),OAK,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,1,4,,17-26,5,10.5,Sandoval (https://www.baseball-reference.com/players/s/sandopa02.shtml),Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),2:49,D,"40,042",0.51,--,
44,2022/05/23,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202205230.shtml),OAK,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,6,7,,17-27,5,10.5,Gonzales (https://www.baseball-reference.com/players/g/gonzama02.shtml),Logue (https://www.baseball-reference.com/players/l/logueza01.shtml),Sewald (https://www.baseball-reference.com/players/s/sewalpa01.shtml),3:24,N,"14,415",0.43,---,
45,2022/05/24,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202205240.shtml),OAK,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),W,7,5,,18-27,5,10.5,Moll (https://www.baseball-reference.com/players/m/mollsa01.shtml),Misiewicz (https://www.baseball-reference.com/players/m/misiean01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),3:25,N,"14,797",0.38,+,
46,2022/05/25,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202205250.shtml),OAK,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),W,4,2,,19-27,4,10.5,Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),Ray (https://www.baseball-reference.com/players/r/rayro02.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),3:10,D,"15,856",0.42,++,
47,2022/05/26,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205260.shtml),OAK,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,1,4,,19-28,4,11,Bush (https://www.baseball-reference.com/players/b/bushma01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),Barlow (https://www.baseball-reference.com/players/b/barlojo01.shtml),2:44,N,"3,203",0.46,-,
48,2022/05/27,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205270.shtml),OAK,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,5,8,,19-29,5,11,Moore (https://www.baseball-reference.com/players/m/moorema02.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),Santana (https://www.baseball-reference.com/players/s/santade01.shtml),2:54,N,"5,010",0.43,--,
49,2022/05/28,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205280.shtml),OAK,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,4,11,,19-30,5,11,Hearn (https://www.baseball-reference.com/players/h/hearnta01.shtml),Logue (https://www.baseball-reference.com/players/l/logueza01.shtml),,3:15,D,"6,502",0.38,---,
50,2022/05/29,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205290.shtml),OAK,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),W-wo,6,5,,20-30,5,11,Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),Martin (https://www.baseball-reference.com/players/m/martibr01.shtml),,3:38,D,"8,342",0.34,+,
51,2022/05/30,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205300.shtml),OAK,,HOU (https://www.baseball-reference.com/teams/HOU/2022.shtml),L,1,5,,20-31,5,12,Valdez (https://www.baseball-reference.com/players/v/valdefr01.shtml),Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),,2:58,D,"8,753",0.4,-,
52,2022/05/31,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202205310.shtml),OAK,,HOU (https://www.baseball-reference.com/teams/HOU/2022.shtml),L,1,3,,20-32,5,13,Montero (https://www.baseball-reference.com/players/m/montera01.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Pressly (https://www.baseball-reference.com/players/p/pressry01.shtml),3:23,N,"3,469",0.33,--,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
53,2022/06/01,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206010.shtml),OAK,,HOU (https://www.baseball-reference.com/teams/HOU/2022.shtml),L,4,5,,20-33,5,14,Abreu (https://www.baseball-reference.com/players/a/abreubr01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),Pressly (https://www.baseball-reference.com/players/p/pressry01.shtml),3:07,D,"5,189",0.26,---,
54,2022/06/03,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206030.shtml),OAK,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),L,2,7,,20-34,5,15,Eovaldi (https://www.baseball-reference.com/players/e/eovalna01.shtml),Kaprielian (https://www.baseball-reference.com/players/k/kaprija01.shtml),,3:15,N,"17,852",0.22,----,
55,2022/06/04,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206040.shtml),OAK,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),L,0,8,,20-35,5,15,Pivetta (https://www.baseball-reference.com/players/p/pivetni01.shtml),Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),,3:07,D,"14,796",0.19,-----,
56,2022/06/05,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206050.shtml),OAK,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),L,2,5,,20-36,5,16,Hill (https://www.baseball-reference.com/players/h/hillri01.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),,3:01,D,"12,084",0.16,------,
57,2022/06/07,boxscore (https://www.baseball-reference.com/boxes/ATL/ATL202206070.shtml),OAK,@,ATL (https://www.baseball-reference.com/teams/ATL/2022.shtml),L,2,3,,20-37,5,16.5,Wright (https://www.baseball-reference.com/players/w/wrighky01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),Jansen (https://www.baseball-reference.com/players/j/janseke01.shtml),2:19,N,"33,981",0.11,-------,
58,2022/06/08,boxscore (https://www.baseball-reference.com/boxes/ATL/ATL202206080.shtml),OAK,@,ATL (https://www.baseball-reference.com/teams/ATL/2022.shtml),L,2,13,,20-38,5,16.5,Anderson (https://www.baseball-reference.com/players/a/anderia01.shtml),Koenig (https://www.baseball-reference.com/players/k/koenija01.shtml),,2:47,N,"42,075",0.11,--------,
59,2022/06/09,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202206090.shtml),OAK,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,4,8,,20-39,5,17,De Los Santos (https://www.baseball-reference.com/players/d/delosen01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),,3:23,N,"12,995",0.11,---------,
60,2022/06/10,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202206100.shtml),OAK,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L-wo,2,3,,20-40,5,17,Gose (https://www.baseball-reference.com/players/g/gosean01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),,2:50,N,"21,311",0.07,----------,
61,2022/06/11,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202206110.shtml),OAK,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),W,10,5,,21-40,5,16,Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Morgan (https://www.baseball-reference.com/players/m/morgael01.shtml),,3:08,D,"22,674",0.07,+,
62,2022/06/12,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202206120.shtml),OAK,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,3,6,,21-41,5,17,Quantrill (https://www.baseball-reference.com/players/q/quantca01.shtml),Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),2:31,D,"17,776",0.09,-,
63,2022/06/14,boxscore (https://www.baseball-reference.com/boxes/BOS/BOS202206140.shtml),OAK,@,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),L,1,6,,21-42,5,17.5,Pivetta (https://www.baseball-reference.com/players/p/pivetni01.shtml),Koenig (https://www.baseball-reference.com/players/k/koenija01.shtml),,2:43,N,"32,617",0.05,--,
64,2022/06/15,boxscore (https://www.baseball-reference.com/boxes/BOS/BOS202206150.shtml),OAK,@,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),L,1,10,,21-43,5,18.5,Winckowski (https://www.baseball-reference.com/players/w/winckjo01.shtml),Kaprielian (https://www.baseball-reference.com/players/k/kaprija01.shtml),,3:08,N,"31,877",0.04,---,
65,2022/06/16,boxscore (https://www.baseball-reference.com/boxes/BOS/BOS202206160.shtml),OAK,@,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,4,3,,22-43,5,18,Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),Hill (https://www.baseball-reference.com/players/h/hillri01.shtml),Jiménez (https://www.baseball-reference.com/players/j/jimenda01.shtml),3:15,D,"30,779",0.04,+,
66,2022/06/17,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206170.shtml),OAK,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,1,5,,22-44,5,19,Lynch (https://www.baseball-reference.com/players/l/lynchda02.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),,3:28,N,"8,772",0.04,-,
67,2022/06/18,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206180.shtml),OAK,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,0,2,,22-45,5,19,Keller (https://www.baseball-reference.com/players/k/kellebr01.shtml),Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Barlow (https://www.baseball-reference.com/players/b/barlosc01.shtml),2:46,D,"10,936",0.03,--,
68,2022/06/19,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206190.shtml),OAK,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,4,0,,23-45,5,19,Koenig (https://www.baseball-reference.com/players/k/koenija01.shtml),Singer (https://www.baseball-reference.com/players/s/singebr01.shtml),,2:46,D,"14,341",0.02,+,
69,2022/06/21,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206210.shtml),OAK,,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,2,8,,23-46,5,20,Gonzales (https://www.baseball-reference.com/players/g/gonzama02.shtml),Kaprielian (https://www.baseball-reference.com/players/k/kaprija01.shtml),,3:03,N,"4,733",0.03,-,
70,2022/06/22,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206220.shtml),OAK,,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,0,9,,23-47,5,21,Kirby (https://www.baseball-reference.com/players/k/kirbyge01.shtml),Blackburn (https://www.baseball-reference.com/players/b/blackpa01.shtml),,3:13,N,"5,414",0.02,--,
71,2022/06/23,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202206230.shtml),OAK,,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,1,2,,23-48,5,21,Castillo (https://www.baseball-reference.com/players/c/castidi01.shtml),Jackson (https://www.baseball-reference.com/players/j/jacksza02.shtml),Sewald (https://www.baseball-reference.com/players/s/sewalpa01.shtml),2:54,D,"8,215",0.01,---,
72,2022/06/24,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202206240.shtml),OAK,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,1,3,,23-49,5,22,Greinke (https://www.baseball-reference.com/players/g/greinza01.shtml),Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Barlow (https://www.baseball-reference.com/players/b/barlosc01.shtml),2:22,N,"25,077",0.01,----,
73,2022/06/25,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202206250.shtml),OAK,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,9,7,,24-49,5,22,Jackson (https://www.baseball-reference.com/players/j/jacksza02.shtml),Keller (https://www.baseball-reference.com/players/k/kellebr01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),3:46,D,"13,543",0.01,+,
74,2022/06/26,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202206260.shtml),OAK,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,5,3,,25-49,5,21,Acevedo (https://www.baseball-reference.com/players/a/acevedo01.shtml),Singer (https://www.baseball-reference.com/players/s/singebr01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),2:43,D,"24,820",0.01,++,
75,2022/06/27,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202206270.shtml),OAK,@,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),L,5,9,,25-50,5,21.5,Abreu (https://www.baseball-reference.com/players/a/abreual01.shtml),Puk (https://www.baseball-reference.com/players/p/pukaj01.shtml),,3:24,N,"33,168",0.01,-,
76,2022/06/28,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202206280.shtml),OAK,@,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),L,1,2,,25-51,5,22.5,Sears (https://www.baseball-reference.com/players/s/searsjp01.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),3:03,N,"38,051",0.01,--,
77,2022/06/29,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202206290.shtml),OAK,@,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),L,3,5,,25-52,5,23.5,Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),2:52,D,"39,647",0.01,---,
78,2022/06/30,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202206300.shtml),OAK,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,6,8,,25-53,5,24.5,Gilbert (https://www.baseball-reference.com/players/g/gilbelo01.shtml),Martinez (https://www.baseball-reference.com/players/m/martiad01.shtml),Sewald (https://www.baseball-reference.com/players/s/sewalpa01.shtml),2:53,N,"20,860",0,----,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
79,2022/07/01,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202207010.shtml),OAK,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),W,3,1,,26-53,5,24.5,Kaprielian (https://www.baseball-reference.com/players/k/kaprija01.shtml),Gonzales (https://www.baseball-reference.com/players/g/gonzama02.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),3:00,N,"27,589",0,+,
80,2022/07/02,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202207020.shtml),OAK,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L-wo,1,2,,26-54,5,25.5,Castillo (https://www.baseball-reference.com/players/c/castidi01.shtml),Trivino (https://www.baseball-reference.com/players/t/trivilo01.shtml),,2:50,D,"23,907",0,-,
81,2022/07/03,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202207030.shtml),OAK,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,1,2,,26-55,5,26.5,Ray (https://www.baseball-reference.com/players/r/rayro02.shtml),Montas (https://www.baseball-reference.com/players/m/montafr02.shtml),Sewald (https://www.baseball-reference.com/players/s/sewalpa01.shtml),2:28,D,"23,333",0,--,
82,2022/07/04,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202207040.shtml),OAK,,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),W,5,1,,27-55,5,26.5,Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Manoah (https://www.baseball-reference.com/players/m/manoaal01.shtml),,2:27,N,"24,403",0,+,
