Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
97,2018/07/15,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201807150.shtml),PIT,,MIL (https://www.baseball-reference.com/teams/MIL/2018.shtml),W-wo,7,6,10,48-49,4,9,Anderson (https://www.baseball-reference.com/players/a/anderta01.shtml),Jennings (https://www.baseball-reference.com/players/j/jennida01.shtml),,3:25,D,"17,583",0.59,++++++,
98,2018/07/20,boxscore (https://www.baseball-reference.com/boxes/CIN/CIN201807200.shtml),PIT,@,CIN (https://www.baseball-reference.com/teams/CIN/2018.shtml),W,12,1,,49-49,4,8.5,Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Mahle (https://www.baseball-reference.com/players/m/mahlety01.shtml),,3:27,N,"20,726",0.53,+++++++,
99,2018/07/21,boxscore (https://www.baseball-reference.com/boxes/CIN/CIN201807210.shtml),PIT,@,CIN (https://www.baseball-reference.com/teams/CIN/2018.shtml),W,6,2,,50-49,4,8,Kingham (https://www.baseball-reference.com/players/k/kinghni01.shtml),DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),,2:41,N,"23,244",0.62,++++++++,
100,2018/07/22,boxscore (https://www.baseball-reference.com/boxes/CIN/CIN201807220.shtml),PIT,@,CIN (https://www.baseball-reference.com/teams/CIN/2018.shtml),W,9,2,,51-49,3,8,Nova (https://www.baseball-reference.com/players/n/novaiv01.shtml),Harvey (https://www.baseball-reference.com/players/h/harvema01.shtml),,2:46,D,"23,615",0.72,+++++++++,
101,2018/07/23,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE201807230.shtml),PIT,@,CLE (https://www.baseball-reference.com/teams/CLE/2018.shtml),W,7,0,6,52-49,3,7,Williams (https://www.baseball-reference.com/players/w/willitr01.shtml),Kluber (https://www.baseball-reference.com/players/k/klubeco01.shtml),,1:47,N,"24,925",0.83,++++++++++,
102,2018/07/24,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE201807240.shtml),PIT,@,CLE (https://www.baseball-reference.com/teams/CLE/2018.shtml),W,9,4,,53-49,3,6,Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Bieber (https://www.baseball-reference.com/players/b/biebesh01.shtml),,2:55,N,"26,414",0.95,+++++++++++,
103,2018/07/25,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE201807250.shtml),PIT,@,CLE (https://www.baseball-reference.com/teams/CLE/2018.shtml),L,0,4,,53-50,3,7,Bauer (https://www.baseball-reference.com/players/b/bauertr01.shtml),Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Hand (https://www.baseball-reference.com/players/h/handbr01.shtml),2:39,D,"31,682",1.05,-,
104,2018/07/26,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201807260.shtml),PIT,,NYM (https://www.baseball-reference.com/teams/NYM/2018.shtml),L,6,12,,53-51,3,8,Matz (https://www.baseball-reference.com/players/m/matzst01.shtml),Kingham (https://www.baseball-reference.com/players/k/kinghni01.shtml),,3:05,N,"21,981",0.94,--,
105,2018/07/27,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201807270.shtml),PIT,,NYM (https://www.baseball-reference.com/teams/NYM/2018.shtml),W-wo,5,4,,54-51,3,7,Vazquez (https://www.baseball-reference.com/players/r/riverfe01.shtml),Peterson (https://www.baseball-reference.com/players/p/peterti01.shtml),,3:17,N,"26,356",0.79,+,
106,2018/07/28,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201807280.shtml),PIT,,NYM (https://www.baseball-reference.com/teams/NYM/2018.shtml),W,5,0,,55-51,3,6,Williams (https://www.baseball-reference.com/players/w/willitr01.shtml),deGrom (https://www.baseball-reference.com/players/d/degroja01.shtml),,2:41,N,"35,900",0.9,++,
107,2018/07/29,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201807290.shtml),PIT,,NYM (https://www.baseball-reference.com/teams/NYM/2018.shtml),L,0,1,,55-52,3,7,Wheeler (https://www.baseball-reference.com/players/w/wheelza01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Swarzak (https://www.baseball-reference.com/players/s/swarzan01.shtml),2:44,D,"23,749",0.97,-,
108,2018/07/31,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201807310.shtml),PIT,,CHC (https://www.baseball-reference.com/teams/CHC/2018.shtml),W,5,4,,56-52,3,6,Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Lester (https://www.baseball-reference.com/players/l/lestejo01.shtml),Vazquez (https://www.baseball-reference.com/players/r/riverfe01.shtml),2:38,N,"18,972",1.01,+,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
109,2018/08/01,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808010.shtml),PIT,,CHC (https://www.baseball-reference.com/teams/CHC/2018.shtml),L,2,9,,56-53,3,7,Hamels (https://www.baseball-reference.com/players/h/hamelco01.shtml),Kingham (https://www.baseball-reference.com/players/k/kinghni01.shtml),,3:31,N,"18,600",1.11,-,
110,2018/08/03,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808030.shtml),PIT,,STL (https://www.baseball-reference.com/teams/STL/2018.shtml),W,7,6,,57-53,3,6.5,Crick (https://www.baseball-reference.com/players/c/crickky01.shtml),Hicks (https://www.baseball-reference.com/players/h/hicksjo03.shtml),Vazquez (https://www.baseball-reference.com/players/r/riverfe01.shtml),3:34,N,"26,773",0.89,+,
111,2018/08/04,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808040.shtml),PIT,,STL (https://www.baseball-reference.com/teams/STL/2018.shtml),L,4,8,,57-54,3,7.5,Hudson (https://www.baseball-reference.com/players/h/hudsoda02.shtml),McRae (https://www.baseball-reference.com/players/m/mcraeal01.shtml),,3:21,N,"32,473",0.93,-,
112,2018/08/05,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808050.shtml),PIT,,STL (https://www.baseball-reference.com/teams/STL/2018.shtml),L,1,2,,57-55,4,7.5,Flaherty (https://www.baseball-reference.com/players/f/flaheja01.shtml),Williams (https://www.baseball-reference.com/players/w/willitr01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),2:58,D,"19,376",0.75,--,
113,2018/08/06,boxscore (https://www.baseball-reference.com/boxes/COL/COL201808060.shtml),PIT,@,COL (https://www.baseball-reference.com/teams/COL/2018.shtml),L,0,2,,57-56,4,8.5,Freeland (https://www.baseball-reference.com/players/f/freelky01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Davis (https://www.baseball-reference.com/players/d/daviswa01.shtml),2:33,N,"34,471",0.65,---,
114,2018/08/07,boxscore (https://www.baseball-reference.com/boxes/COL/COL201808070.shtml),PIT,@,COL (https://www.baseball-reference.com/teams/COL/2018.shtml),W,10,2,,58-56,4,8.5,Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Bettis (https://www.baseball-reference.com/players/b/bettich01.shtml),,2:34,N,"31,649",0.54,+,
115,2018/08/08,boxscore (https://www.baseball-reference.com/boxes/COL/COL201808080.shtml),PIT,@,COL (https://www.baseball-reference.com/teams/COL/2018.shtml),W,4,3,,59-56,4,7.5,Archer (https://www.baseball-reference.com/players/a/archech01.shtml),Márquez (https://www.baseball-reference.com/players/m/marquge01.shtml),Vazquez (https://www.baseball-reference.com/players/r/riverfe01.shtml),3:22,D,"35,702",0.64,++,
116,2018/08/09,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN201808090.shtml),PIT,@,SFG (https://www.baseball-reference.com/teams/SFG/2018.shtml),W,10,5,,60-56,4,7,Nova (https://www.baseball-reference.com/players/n/novaiv01.shtml),Suárez (https://www.baseball-reference.com/players/s/suarean01.shtml),,3:00,N,"40,035",0.7,+++,
117,2018/08/10,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN201808100.shtml),PIT,@,SFG (https://www.baseball-reference.com/teams/SFG/2018.shtml),L,10,13,,60-57,4,8,Holland (https://www.baseball-reference.com/players/h/hollade01.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),,3:44,N,"41,762",0.86,-,
118,2018/08/11,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN201808110.shtml),PIT,@,SFG (https://www.baseball-reference.com/teams/SFG/2018.shtml),W,4,0,,61-57,4,7,Williams (https://www.baseball-reference.com/players/w/willitr01.shtml),Blach (https://www.baseball-reference.com/players/b/blachty01.shtml),,2:18,N,"41,209",0.76,+,
119,2018/08/12,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN201808120.shtml),PIT,@,SFG (https://www.baseball-reference.com/teams/SFG/2018.shtml),L,3,4,,61-58,4,8,Rodríguez (https://www.baseball-reference.com/players/r/rodride01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Smith (https://www.baseball-reference.com/players/s/smithwi04.shtml),2:40,D,"41,980",0.87,-,
120,2018/08/14,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN201808140.shtml),PIT,@,MIN (https://www.baseball-reference.com/teams/MIN/2018.shtml),L,2,5,,61-59,4,8,Odorizzi (https://www.baseball-reference.com/players/o/odorija01.shtml),Taillon (https://www.baseball-reference.com/players/t/taillja01.shtml),Hildenberger (https://www.baseball-reference.com/players/h/hildetr01.shtml),2:45,N,"28,515",0.69,--,
121,2018/08/15,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN201808150.shtml),PIT,@,MIN (https://www.baseball-reference.com/teams/MIN/2018.shtml),L,4,6,,61-60,4,9,Moya (https://www.baseball-reference.com/players/m/moyaga01.shtml),Santana (https://www.baseball-reference.com/players/s/santaed01.shtml),Hildenberger (https://www.baseball-reference.com/players/h/hildetr01.shtml),3:18,D,"26,191",0.55,---,
122,2018/08/16,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808160.shtml),PIT,,CHC (https://www.baseball-reference.com/teams/CHC/2018.shtml),L,0,1,,61-61,4,10,Lester (https://www.baseball-reference.com/players/l/lestejo01.shtml),Nova (https://www.baseball-reference.com/players/n/novaiv01.shtml),Strop (https://www.baseball-reference.com/players/s/stroppe01.shtml),2:48,N,"21,783",0.48,----,
123,2018/08/17,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808170.shtml),PIT,,CHC (https://www.baseball-reference.com/teams/CHC/2018.shtml),L,0,1,,61-62,4,11,Hamels (https://www.baseball-reference.com/players/h/hamelco01.shtml),Williams (https://www.baseball-reference.com/players/w/willitr01.shtml),Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),2:53,N,"24,298",0.35,-----,
124,2018/08/18,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808180.shtml),PIT,,CHC (https://www.baseball-reference.com/teams/CHC/2018.shtml),W,3,1,,62-62,4,10,Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Chatwood (https://www.baseball-reference.com/players/c/chatwty01.shtml),Vazquez (https://www.baseball-reference.com/players/r/riverfe01.shtml),2:40,N,"35,100",0.23,+,
125,2018/08/19,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808190.shtml),PIT,,CHC (https://www.baseball-reference.com/teams/CHC/2018.shtml),W-wo,2,1,11,63-62,4,9,Rodríguez (https://www.baseball-reference.com/players/r/rodriri05.shtml),Kintzler (https://www.baseball-reference.com/players/k/kintzbr01.shtml),,3:41,D,"24,283",0.32,++,
126,2018/08/20,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808200.shtml),PIT,,ATL (https://www.baseball-reference.com/teams/ATL/2018.shtml),L,0,1,,63-63,4,9.5,Wilson (https://www.baseball-reference.com/players/w/wilsobr02.shtml),Archer (https://www.baseball-reference.com/players/a/archech01.shtml),Winkler (https://www.baseball-reference.com/players/w/winklda01.shtml),3:10,N,"16,445",0.39,-,
127,2018/08/21,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808210.shtml),PIT,,ATL (https://www.baseball-reference.com/teams/ATL/2018.shtml),L,1,6,,63-64,4,9.5,Gausman (https://www.baseball-reference.com/players/g/gausmke01.shtml),Nova (https://www.baseball-reference.com/players/n/novaiv01.shtml),,2:36,N,"13,280",0.25,--,
128,2018/08/22,boxscore (https://www.baseball-reference.com/boxes/PIT/PIT201808220.shtml),PIT,,ATL (https://www.baseball-reference.com/teams/ATL/2018.shtml),L,1,2,,63-65,4,10.5,Teheran (https://www.baseball-reference.com/players/t/teherju01.shtml),Crick (https://www.baseball-reference.com/players/c/crickky01.shtml),Venters (https://www.baseball-reference.com/players/v/ventejo01.shtml),2:36,N,"14,249",0.18,---,
129,2018/08/24,boxscore (https://www.baseball-reference.com/boxes/MIL/MIL201808240.shtml),PIT,@,MIL (https://www.baseball-reference.com/teams/MIL/2018.shtml),L-wo,6,7,15,63-66,4,12,Lyles (https://www.baseball-reference.com/players/l/lylesjo01.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),,5:36,N,"32,694",0.1,----,
